State,District,Village,Rainfall_Level,Humidity_Level,Flood_Risk,Air_Temperature_C,Water_pH,Turbidity,Dissolved_Oxygen,BOD,COD,Nitrate,Fecal_Coliform,Arsenic,Lead,Sanitation_Coverage(%),Sewage_Treatment_Quality,Wind_Speed_kmh,Solar_Radiation_Wm2,Land_Use_Type,Waste_Management_Quality,Population_Density_per_km2,Total_Dissolved_Solids,Chloride,Sulphate,Ammonia,Heavy_Metals_Index,Water_Temperature_C,Overall_Risk_Level
Arunachal Pradesh,Namsai,Namsai_Village_13,Low,High Risk,High Risk,21.0,8.38,8.79,2.08,1.76,4.99,32.63,492,0.03,0.024,26,Moderate,19.5,583.0,Industrial,Moderate,3470,921.92,30.96,193.92,1.24,4.22,8.9,High Risk
Arunachal Pradesh,Namsai,Namsai_Village_14,Moderate,High Risk,Very Low,30.2,6.93,3.36,6.8,4.14,2.27,46.4,278,0.037,0.031,50,Good,31.9,69.8,Agricultural,Moderate,3556,858.21,82.06,374.56,0.87,0.3,30.6,High
Arunachal Pradesh,Namsai,Namsai_Village_15,High Risk,High,Very Low,14.9,6.72,4.44,9.49,0.11,10.72,45.29,497,0.024,0.011,87,Moderate,33.9,969.4,Urban,Poor,636,1119.86,51.61,202.94,0.75,4.26,34.6,High Risk
Arunachal Pradesh,Namsai,Namsai_Village_16,Low,High Risk,Very Low,15.2,6.83,6.15,2.68,3.43,4.96,17.24,5,0.009,0.029,45,Good,11.7,341.4,Rural,Poor,1769,600.23,136.17,89.17,0.38,0.49,19.2,High
Arunachal Pradesh,Namsai,Namsai_Village_17,Low,Low,High,31.7,7.79,1.99,5.58,0.09,18.2,49.4,46,0.064,0.005,81,Moderate,16.8,211.3,Rural,Poor,3543,1416.43,23.51,258.26,1.99,2.1,12.7,High
Arunachal Pradesh,Namsai,Namsai_Village_18,Moderate,High Risk,High Risk,25.7,6.31,6.86,3.55,5.8,14.95,21.19,245,0.096,0.014,18,Poor,14.0,937.3,Urban,Good,1683,1332.33,176.77,216.15,1.73,2.96,29.3,High Risk
Arunachal Pradesh,Namsai,Namsai_Village_19,High Risk,High,High,31.9,6.34,6.88,6.55,5.56,1.37,14.54,456,0.095,0.041,90,Poor,0.9,343.0,Agricultural,Good,2972,723.45,65.56,61.47,2.81,1.99,26.2,High Risk
Arunachal Pradesh,Namsai,Namsai_Village_20,Moderate,High,Moderate,14.9,6.78,7.71,4.21,4.33,17.84,30.96,469,0.016,0.014,5,Moderate,17.9,448.9,Rural,Poor,4285,1235.04,108.73,320.82,2.63,1.56,27.1,High Risk
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_1,Low,Moderate,Low,31.2,6.76,0.91,2.62,5.75,12.19,21.63,463,0.054,0.02,70,Poor,6.2,62.8,Urban,Poor,1373,361.78,105.78,381.88,0.15,0.13,25.8,Moderate
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_2,Moderate,High,Very Low,26.3,8.08,2.41,3.69,1.53,12.34,42.3,462,0.058,0.023,24,Poor,37.5,903.1,Agricultural,Moderate,4601,101.77,157.55,203.29,0.79,0.16,32.2,Very Low
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_3,High Risk,High Risk,Moderate,26.5,6.69,6.83,6.86,3.61,10.4,18.16,250,0.097,0.002,6,Good,36.8,509.9,Rural,Good,3691,102.37,2.6,74.76,0.39,2.18,30.8,High Risk
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_4,Moderate,High Risk,Low,20.1,6.72,1.6,3.46,1.71,12.7,41.66,390,0.031,0.023,65,Good,15.2,665.1,Agricultural,Moderate,2772,1098.54,200.48,309.79,1.18,4.52,30.4,High
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_5,Very Low,Moderate,Low,30.1,6.98,2.84,7.51,3.49,2.12,34.09,91,0.018,0.001,69,Poor,15.8,979.0,Rural,Good,2775,272.58,92.91,390.58,0.55,2.16,6.1,Low
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_6,High,High,Low,33.4,8.26,7.42,7.51,4.79,3.78,19.75,453,0.056,0.022,11,Good,0.0,273.0,Agricultural,Moderate,920,170.02,66.5,344.27,2.35,1.47,25.5,High Risk
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_7,High Risk,High,Moderate,27.1,8.4,1.42,8.9,0.31,13.22,41.46,216,0.081,0.01,92,Poor,34.9,698.2,Rural,Good,1718,488.54,248.32,60.45,2.48,0.49,10.6,High
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_8,Low,Very Low,High Risk,31.4,7.51,2.54,5.47,4.06,8.8,9.75,330,0.006,0.037,16,Poor,7.4,670.0,Agricultural,Poor,1147,690.84,186.97,62.96,2.93,0.79,13.8,High Risk
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_9,High,High,Moderate,33.4,7.05,8.14,3.82,4.54,2.52,4.86,202,0.003,0.039,5,Poor,13.1,685.1,Rural,Moderate,862,780.58,2.8,123.36,1.67,0.67,16.3,High Risk
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_10,High,Very Low,Moderate,11.3,6.67,3.97,3.97,5.56,18.35,45.19,433,0.091,0.036,78,Good,16.6,262.9,Urban,Poor,1764,893.98,106.62,35.35,2.68,1.73,31.6,High Risk
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_11,Low,Very Low,High Risk,15.7,6.9,9.47,5.47,4.77,6.7,9.83,393,0.031,0.025,78,Poor,17.5,962.4,Urban,Moderate,1925,623.59,27.05,395.24,1.84,4.48,14.2,High Risk
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_12,Low,Low,High,26.0,7.17,0.02,7.49,2.48,3.15,3.63,381,0.094,0.014,14,Moderate,24.3,435.8,Agricultural,Poor,4577,392.78,61.15,210.59,0.12,0.92,33.2,Moderate
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_13,Very Low,Moderate,High Risk,14.0,6.93,6.09,9.89,1.44,5.83,42.49,428,0.019,0.01,40,Moderate,24.8,804.7,Rural,Poor,3909,1380.16,11.93,249.81,0.35,3.78,16.4,High Risk
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_14,High,High Risk,Low,32.5,6.17,7.53,9.48,5.9,5.96,31.8,31,0.054,0.013,91,Good,32.6,432.7,Agricultural,Moderate,213,1411.7,130.18,364.09,0.95,2.13,32.5,High Risk
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_15,High,Very Low,High Risk,11.6,6.71,1.21,8.39,5.35,3.94,37.63,221,0.042,0.002,42,Moderate,3.7,159.8,Agricultural,Poor,2992,1418.57,9.31,17.67,1.56,1.75,31.7,High Risk
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_16,Moderate,Low,Very Low,19.3,6.83,8.72,9.76,1.91,19.55,19.78,416,0.026,0.019,45,Moderate,0.8,365.1,Agricultural,Good,538,719.33,143.77,301.32,0.31,1.33,33.6,High
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_17,Moderate,Very Low,Low,11.5,6.56,7.8,6.09,5.62,10.9,19.75,239,0.063,0.04,30,Moderate,25.6,284.1,Rural,Moderate,2367,375.83,194.34,147.94,2.43,3.55,21.8,High Risk
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_18,High Risk,Moderate,Very Low,26.2,6.78,4.16,9.7,3.31,4.21,34.56,234,0.084,0.016,62,Poor,26.8,355.8,Urban,Poor,1352,792.57,96.8,102.05,2.83,2.72,27.7,High Risk
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_19,Low,High,High Risk,27.4,7.15,5.23,7.93,5.23,17.56,11.62,33,0.051,0.047,51,Good,12.0,897.8,Rural,Moderate,3368,280.05,131.72,157.27,2.2,0.84,24.0,High Risk
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_20,Low,High,Low,12.0,7.15,1.76,3.48,1.55,16.53,0.8,485,0.048,0.022,88,Poor,33.9,146.3,Industrial,Moderate,4930,1264.52,107.77,361.65,0.84,1.92,15.5,Moderate
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_1,Moderate,Moderate,Low,27.3,8.02,8.58,4.84,2.68,7.35,25.71,130,0.033,0.045,76,Good,37.1,350.9,Agricultural,Good,3641,135.28,94.75,69.96,0.64,0.13,15.7,Moderate
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_2,Moderate,High,Very Low,23.1,7.78,9.14,9.07,5.66,13.72,33.43,33,0.008,0.008,7,Moderate,11.2,912.5,Industrial,Poor,2461,179.16,54.17,229.46,2.75,1.92,28.8,High
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_3,Moderate,Very Low,Low,34.5,7.31,9.45,4.69,0.7,17.24,24.8,496,0.08,0.014,96,Good,20.0,111.4,Agricultural,Good,3763,107.2,89.27,180.34,0.79,3.32,14.2,High
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_4,Low,Moderate,High,15.2,7.07,4.09,9.78,1.07,4.54,26.4,66,0.086,0.022,83,Good,20.8,668.7,Agricultural,Good,2577,769.15,183.35,337.43,0.63,4.23,31.5,High
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_5,High,High,High,20.4,6.96,4.26,4.74,1.59,9.09,26.35,167,0.073,0.041,63,Good,13.4,599.3,Agricultural,Poor,4021,411.13,79.4,183.68,2.48,4.16,16.6,High Risk
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_6,High,High,Low,13.9,7.96,9.94,8.16,0.57,1.32,8.92,77,0.003,0.013,44,Good,9.6,78.2,Rural,Good,4009,1309.06,175.09,125.16,1.97,3.06,31.8,High Risk
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_7,Low,Very Low,High,18.2,7.14,0.04,9.26,4.14,14.94,3.11,308,0.037,0.039,1,Moderate,4.3,469.7,Rural,Moderate,2150,643.55,65.52,275.03,0.14,3.55,23.3,High Risk
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_8,High,Low,Moderate,19.6,7.97,1.99,2.84,1.19,10.79,33.81,481,0.021,0.028,15,Good,1.5,480.2,Industrial,Poor,946,123.18,207.13,38.59,0.82,0.28,22.1,Moderate
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_9,Low,High,Moderate,31.6,6.41,3.48,6.16,1.83,13.03,7.05,392,0.078,0.023,80,Poor,23.5,161.7,Industrial,Poor,2044,567.24,16.46,42.98,0.92,3.71,7.3,High
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_10,High,Very Low,High Risk,20.2,8.0,3.11,8.82,5.34,1.51,4.93,182,0.082,0.04,49,Moderate,6.3,773.8,Rural,Poor,2172,1129.66,141.18,178.26,1.12,3.92,9.4,High Risk
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_11,Very Low,Low,Moderate,23.0,8.41,7.37,3.45,5.09,12.41,44.63,7,0.079,0.023,8,Good,6.6,545.7,Rural,Poor,785,248.99,98.0,194.94,1.81,2.11,13.5,High
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_12,Very Low,High Risk,Low,34.2,6.56,6.43,6.25,0.17,6.24,48.5,231,0.054,0.047,41,Poor,35.0,94.1,Agricultural,Moderate,2306,1466.59,168.7,393.21,0.92,1.78,16.6,High
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_13,Moderate,Very Low,Very Low,29.1,6.58,3.78,9.6,5.8,16.68,22.88,288,0.053,0.004,55,Moderate,3.9,652.8,Rural,Good,1018,1497.52,72.59,64.8,0.86,4.28,18.7,High Risk
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_14,Low,Moderate,Moderate,15.9,6.61,10.0,3.35,1.39,1.49,10.08,42,0.06,0.024,11,Good,38.9,851.3,Urban,Moderate,4678,132.72,237.66,159.51,1.84,2.87,17.8,Moderate
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_15,Low,Moderate,High,15.7,6.01,6.88,3.17,4.67,8.64,39.83,106,0.02,0.034,30,Moderate,16.5,241.0,Urban,Good,4658,159.32,176.86,100.82,0.65,3.05,30.0,High Risk
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_16,Low,High Risk,Very Low,13.7,6.79,8.77,4.59,2.84,4.42,22.37,74,0.089,0.001,68,Good,38.8,409.1,Urban,Poor,2271,248.06,151.35,188.53,0.01,2.03,33.2,Very Low
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_17,Moderate,Low,Moderate,11.3,6.91,8.67,4.68,0.26,0.11,19.58,308,0.064,0.017,84,Poor,30.3,638.2,Industrial,Poor,3814,1463.85,22.16,244.72,2.04,4.75,8.5,High Risk
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_18,High,Low,High,16.2,7.86,4.14,3.02,2.61,12.14,7.74,256,0.072,0.012,43,Moderate,28.5,611.1,Industrial,Moderate,3027,773.72,60.31,365.84,2.51,0.53,21.9,High Risk
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_19,Moderate,Moderate,High,22.2,6.5,9.12,9.85,4.06,13.46,31.82,208,0.075,0.049,97,Moderate,6.2,170.0,Rural,Good,1955,621.44,197.66,185.02,1.65,4.91,31.8,High Risk
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_20,Moderate,Very Low,Moderate,23.5,6.63,7.63,8.2,4.5,3.9,5.06,417,0.034,0.031,51,Poor,21.4,955.3,Industrial,Moderate,3313,71.78,190.21,393.56,2.43,2.68,13.0,High Risk
Arunachal Pradesh,Kamle,Kamle_Village_1,High,High,Moderate,18.0,8.07,4.34,6.75,0.63,4.19,31.12,165,0.061,0.029,94,Moderate,3.3,949.9,Urban,Good,4769,453.44,111.97,299.63,1.54,1.89,24.0,High
Arunachal Pradesh,Kamle,Kamle_Village_2,High Risk,Very Low,High Risk,27.2,6.96,9.05,7.77,4.38,18.44,45.35,451,0.007,0.0,30,Poor,30.4,267.2,Industrial,Moderate,766,412.15,141.14,207.81,0.54,0.46,10.0,High Risk
Arunachal Pradesh,Kamle,Kamle_Village_3,High Risk,Very Low,Very Low,15.0,7.17,9.97,5.87,5.96,8.93,12.28,177,0.078,0.001,82,Good,33.1,326.0,Agricultural,Good,2293,547.41,147.06,334.3,2.41,3.06,15.3,High Risk
Arunachal Pradesh,Kamle,Kamle_Village_4,Moderate,Very Low,Low,10.5,7.42,6.53,4.83,1.73,0.77,6.27,290,0.059,0.044,24,Good,15.1,409.4,Industrial,Moderate,845,1460.11,28.76,318.14,0.21,0.39,13.6,High
Arunachal Pradesh,Kamle,Kamle_Village_5,High Risk,Low,Very Low,17.0,6.87,4.04,5.19,0.79,7.49,0.53,482,0.078,0.036,22,Moderate,28.0,983.7,Agricultural,Poor,2376,157.14,238.69,375.42,1.05,2.57,17.0,Moderate
Arunachal Pradesh,Kamle,Kamle_Village_6,High,High,High,26.9,8.5,3.43,5.05,0.92,11.86,4.71,253,0.038,0.017,38,Moderate,13.8,981.9,Rural,Moderate,2070,260.37,39.16,306.43,2.97,3.53,22.3,High Risk
Arunachal Pradesh,Kamle,Kamle_Village_7,High Risk,High,Moderate,31.8,7.6,6.15,7.02,1.28,18.97,5.53,69,0.023,0.032,69,Good,19.7,771.8,Urban,Poor,1449,521.74,71.49,152.02,1.29,2.86,34.5,High
Arunachal Pradesh,Kamle,Kamle_Village_8,Very Low,Very Low,Moderate,34.7,7.91,1.54,6.46,2.76,10.07,25.39,42,0.077,0.02,96,Good,27.3,420.9,Industrial,Poor,1923,1125.82,181.04,40.01,1.03,1.99,23.7,Very Low
Arunachal Pradesh,Kamle,Kamle_Village_9,High,High,Moderate,32.9,8.47,4.64,8.5,5.64,11.94,41.21,103,0.015,0.01,6,Poor,31.7,606.7,Industrial,Good,2058,774.07,102.17,396.61,1.8,2.69,33.7,High Risk
Arunachal Pradesh,Kamle,Kamle_Village_10,Low,High,Moderate,17.8,7.67,8.35,6.19,4.94,5.99,43.46,105,0.026,0.037,79,Poor,17.2,865.2,Urban,Moderate,1146,93.81,170.33,270.01,2.68,4.25,25.1,High Risk
Arunachal Pradesh,Kamle,Kamle_Village_11,Moderate,Low,Moderate,18.5,6.2,8.77,8.65,0.63,11.9,18.26,111,0.098,0.006,95,Poor,37.7,600.0,Urban,Good,2106,973.62,204.46,246.6,0.62,1.04,8.7,High
Arunachal Pradesh,Kamle,Kamle_Village_12,Low,Very Low,Low,23.1,6.68,1.99,7.18,4.58,6.61,44.69,400,0.087,0.02,47,Poor,33.6,110.8,Industrial,Moderate,2734,1447.59,213.27,173.57,1.07,2.58,6.0,High
Arunachal Pradesh,Kamle,Kamle_Village_13,Very Low,High Risk,High Risk,34.4,8.4,5.81,4.58,0.21,5.39,24.69,492,0.072,0.042,100,Poor,1.9,387.5,Urban,Moderate,2480,1060.33,6.26,246.87,1.21,3.26,16.2,High Risk
Arunachal Pradesh,Kamle,Kamle_Village_14,Moderate,Very Low,Moderate,24.0,6.65,9.54,4.66,0.15,8.46,11.07,475,0.061,0.007,27,Moderate,7.1,451.0,Rural,Moderate,4300,663.33,89.89,89.44,2.57,3.07,5.7,High Risk
Arunachal Pradesh,Kamle,Kamle_Village_15,Low,High Risk,Moderate,30.5,6.87,5.79,7.02,5.23,6.62,31.41,407,0.051,0.019,55,Poor,33.3,552.8,Industrial,Moderate,3122,483.35,117.58,67.72,2.58,2.96,23.5,High Risk
Arunachal Pradesh,Kamle,Kamle_Village_16,High Risk,Low,Very Low,14.6,7.53,6.76,7.74,1.99,13.33,49.73,372,0.051,0.03,63,Poor,15.7,960.5,Urban,Good,1370,1111.27,59.29,170.74,2.09,1.03,20.8,High Risk
Arunachal Pradesh,Kamle,Kamle_Village_17,Very Low,Very Low,Low,32.3,8.28,5.05,9.54,0.77,1.34,32.19,119,0.018,0.024,4,Moderate,30.0,173.5,Industrial,Good,4534,1149.41,167.08,341.2,2.98,1.18,12.3,High Risk
Arunachal Pradesh,Kamle,Kamle_Village_18,Low,Low,Very Low,18.0,6.76,5.18,3.84,4.62,3.35,31.1,32,0.051,0.008,27,Good,9.2,799.4,Rural,Poor,2563,1426.21,36.4,351.66,2.39,0.28,17.5,High Risk
Arunachal Pradesh,Kamle,Kamle_Village_19,Low,Moderate,Very Low,12.6,7.05,5.38,6.73,1.12,19.66,2.36,55,0.085,0.004,14,Poor,6.3,209.9,Agricultural,Poor,4194,486.02,150.98,56.29,2.02,0.7,17.5,Moderate
Arunachal Pradesh,Kamle,Kamle_Village_20,High,High,Moderate,16.5,7.46,0.58,3.47,3.84,3.34,26.64,73,0.004,0.008,63,Poor,27.4,246.5,Industrial,Poor,4979,92.13,175.82,79.03,1.5,1.19,13.9,Moderate
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_1,High,Low,Moderate,25.8,6.15,8.48,3.06,4.93,14.76,5.21,493,0.073,0.006,72,Poor,21.9,56.7,Agricultural,Good,659,416.85,124.26,202.37,1.13,0.21,15.7,High Risk
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_2,High,Very Low,Low,32.8,7.13,3.51,5.22,1.58,18.75,6.99,150,0.038,0.002,1,Good,5.8,976.4,Rural,Moderate,2706,1359.89,93.01,221.17,2.32,3.64,31.1,High Risk
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_3,High,High,Moderate,23.1,6.92,6.49,5.02,5.29,18.07,47.68,323,0.038,0.031,9,Moderate,38.9,991.0,Agricultural,Good,2134,1020.12,55.87,342.54,2.16,0.63,14.1,High Risk
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_4,High Risk,Very Low,Moderate,18.0,8.08,5.32,7.24,2.64,17.2,49.6,222,0.044,0.0,34,Poor,19.8,847.7,Industrial,Moderate,1388,771.45,155.31,192.05,0.37,3.24,33.0,High Risk
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_5,High Risk,High Risk,Moderate,18.5,6.27,0.84,5.99,2.96,15.88,20.26,437,0.025,0.01,77,Moderate,37.3,918.7,Rural,Poor,1190,624.48,176.86,42.06,1.24,2.72,10.3,High
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_6,High,Very Low,Low,10.0,7.55,9.73,2.88,4.73,0.63,10.03,430,0.04,0.027,68,Poor,10.6,771.5,Rural,Poor,3134,516.31,243.18,9.52,1.77,3.31,27.7,High Risk
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_7,High,High,High,33.1,8.0,4.75,8.09,3.53,13.08,13.26,330,0.089,0.041,86,Good,29.2,856.2,Agricultural,Poor,1951,723.88,132.4,334.13,1.54,0.51,32.0,High Risk
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_8,Very Low,Moderate,Low,28.1,6.43,1.75,6.67,1.54,3.13,37.85,106,0.08,0.025,47,Moderate,2.3,384.1,Agricultural,Moderate,2107,1328.15,58.0,94.3,1.89,1.06,30.7,High
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_9,Moderate,Very Low,Low,24.1,6.75,9.82,2.92,5.84,13.99,43.94,153,0.011,0.04,20,Moderate,27.2,203.3,Agricultural,Poor,2100,1453.24,246.34,386.4,2.98,1.28,20.6,High Risk
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_10,Very Low,High Risk,High Risk,30.7,6.7,4.15,8.4,2.01,5.7,31.64,188,0.007,0.032,89,Moderate,25.7,289.4,Industrial,Poor,1174,200.31,50.82,326.39,2.29,1.26,31.8,High
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_11,High Risk,High,High,19.0,7.09,1.01,2.05,3.06,4.05,6.05,287,0.077,0.043,95,Poor,8.6,611.0,Agricultural,Moderate,2467,90.13,192.66,93.72,2.16,4.69,32.4,High Risk
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_12,Moderate,Low,Moderate,17.9,6.19,7.17,7.35,3.4,5.78,38.64,5,0.085,0.009,29,Good,28.0,334.4,Urban,Moderate,4839,476.87,234.06,93.58,2.61,4.73,7.2,High Risk
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_13,Very Low,Very Low,Low,25.8,6.8,6.09,6.59,5.01,11.16,30.89,400,0.068,0.007,16,Poor,24.1,751.8,Industrial,Poor,2644,1225.07,71.1,119.57,0.09,0.08,17.3,High Risk
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_14,High Risk,Very Low,Moderate,14.2,8.18,0.83,2.03,1.84,15.91,17.79,198,0.077,0.02,66,Moderate,5.4,281.9,Rural,Moderate,4854,982.73,12.93,126.47,2.9,3.16,21.1,High Risk
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_15,High Risk,Moderate,High,23.5,6.12,2.1,4.13,5.78,13.06,42.54,461,0.022,0.038,48,Moderate,18.1,602.3,Rural,Good,2020,102.25,53.48,312.96,0.27,0.17,24.0,High Risk
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_16,High Risk,Low,High,31.0,8.14,5.55,4.52,2.86,1.75,36.16,190,0.078,0.039,21,Good,10.6,636.4,Urban,Poor,864,211.57,29.05,118.65,0.53,3.27,24.5,High Risk
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_17,Very Low,Low,Moderate,30.1,7.78,0.5,2.17,3.81,14.14,43.71,311,0.033,0.026,96,Moderate,26.4,395.0,Urban,Moderate,442,329.53,180.3,162.64,2.45,1.2,29.2,High
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_18,Moderate,Moderate,Low,24.0,7.14,3.56,9.55,4.41,9.13,43.81,169,0.006,0.015,6,Moderate,9.8,179.1,Rural,Poor,4000,1405.76,155.73,273.12,0.24,3.79,8.5,High Risk
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_19,Low,Moderate,High,32.4,6.01,3.5,3.19,1.02,16.1,22.36,254,0.052,0.005,30,Moderate,27.5,123.8,Agricultural,Poor,1888,721.86,102.93,100.87,0.26,2.71,7.1,High
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_20,High Risk,Very Low,Moderate,33.2,6.65,3.45,8.71,3.55,14.97,35.11,164,0.047,0.036,90,Moderate,2.5,183.7,Urban,Poor,1464,638.21,191.79,260.68,2.81,4.05,26.1,High Risk
Assam,Bajali,Bajali_Village_1,High Risk,High Risk,High Risk,11.3,6.89,2.78,3.9,4.12,15.29,31.45,162,0.061,0.019,9,Good,2.6,111.8,Urban,Moderate,4614,337.07,3.67,44.16,1.3,2.09,8.6,High Risk
Assam,Bajali,Bajali_Village_2,Moderate,Low,High,34.0,6.72,0.76,6.54,4.65,0.45,46.36,216,0.069,0.02,78,Moderate,0.6,639.9,Industrial,Good,3886,374.8,106.31,281.08,0.79,3.4,11.6,High Risk
Assam,Bajali,Bajali_Village_3,Moderate,Low,Very Low,27.9,6.4,5.85,8.0,1.08,10.62,38.74,182,0.056,0.0,68,Good,6.0,172.6,Rural,Poor,1653,74.42,45.17,34.89,1.58,0.29,23.1,High
Assam,Bajali,Bajali_Village_4,Moderate,High,High Risk,25.1,6.84,5.59,6.57,0.5,12.72,49.19,70,0.081,0.041,71,Moderate,34.7,673.2,Urban,Poor,1752,133.79,12.84,55.27,1.64,3.98,17.0,High Risk
Assam,Bajali,Bajali_Village_5,High,Low,Very Low,18.2,7.69,7.77,9.06,4.84,1.41,14.03,494,0.083,0.002,51,Poor,25.4,333.3,Industrial,Moderate,4396,1399.73,32.68,10.84,0.33,2.08,33.9,High Risk
Assam,Bajali,Bajali_Village_6,Moderate,High,High,27.9,7.68,8.19,2.09,4.52,18.64,37.48,377,0.096,0.038,19,Moderate,6.4,383.2,Rural,Good,3753,72.77,198.18,152.18,0.8,4.84,19.0,High Risk
Assam,Bajali,Bajali_Village_7,High Risk,Very Low,High,18.3,6.91,6.79,4.29,4.63,11.08,35.92,279,0.003,0.031,24,Moderate,15.9,586.7,Urban,Poor,2603,930.13,228.71,136.18,1.11,3.42,15.7,High Risk
Assam,Bajali,Bajali_Village_8,High Risk,High Risk,High,21.8,6.92,9.74,9.75,0.56,0.01,27.81,478,0.074,0.012,25,Moderate,1.0,682.3,Rural,Moderate,3215,260.04,84.29,90.38,1.0,0.63,13.3,High Risk
Assam,Bajali,Bajali_Village_9,High,Moderate,Low,33.5,6.31,4.59,7.09,2.49,12.64,4.28,487,0.019,0.008,24,Moderate,11.1,201.8,Industrial,Good,1581,1429.18,211.63,205.16,0.63,3.09,14.6,High Risk
Assam,Bajali,Bajali_Village_10,Moderate,High,High,28.2,6.04,2.23,8.34,0.3,3.66,35.98,111,0.004,0.013,16,Good,38.2,795.5,Rural,Moderate,3476,1039.85,222.47,108.49,1.93,3.32,29.8,High Risk
Assam,Bajali,Bajali_Village_11,High Risk,High Risk,Very Low,13.2,8.23,3.74,6.1,5.93,10.8,12.01,463,0.009,0.04,33,Poor,33.7,759.6,Industrial,Poor,2036,1310.52,0.95,184.48,2.28,2.77,9.2,High Risk
Assam,Bajali,Bajali_Village_12,High Risk,Moderate,Very Low,17.7,7.66,4.78,8.36,2.03,11.75,45.44,83,0.001,0.021,70,Moderate,22.0,704.4,Urban,Poor,3824,340.28,98.3,312.09,1.58,1.75,30.6,Moderate
Assam,Bajali,Bajali_Village_13,Very Low,High,Very Low,32.6,7.94,7.55,4.98,2.66,18.23,12.88,53,0.051,0.04,15,Moderate,7.8,831.1,Rural,Good,1567,207.05,49.68,53.41,0.66,3.33,13.5,Moderate
