State,District,Village,Population,Pin_Code,Leptospirosis,Norovirus,Legionnaires_Disease,Dysentery_Bacillary,Typhoid_Fever,Rotavirus,Cholera,Giardiasis,Dysentery_Amoebic,Hepatitis_E,Hepatitis_A,Schistosomiasis,Cryptosporidiosis,Acute_Diarrhoeal_Disease,Poliomyelitis,E_coli_Diarrhea,Total_Patients
Nagaland,Mokokchung,Mokokchung_Village_6,5625,881549,4,5,2,10,8,10,2,6,6,1,0,0,2,20,0,14,90
Manipur,Imphal East,Imphal East_Village_13,1169,906066,1,2,0,1,0,4,0,3,3,0,1,0,1,2,0,2,20
Assam,Nagaon,Nagaon_Village_4,3068,970720,3,3,0,6,3,4,1,2,2,1,0,0,2,13,0,11,51
Arunachal Pradesh,Namsai,Namsai_Village_4,366,641722,0,1,0,0,0,2,0,0,1,0,0,1,0,6,0,1,12
Mizoram,Saitual,Saitual_Village_2,2532,846221,1,7,1,4,2,6,0,1,6,0,2,0,0,8,0,6,44
Tripura,West Tripura,West Tripura_Village_4,1760,553873,0,2,0,1,1,5,3,1,5,0,3,0,2,8,0,1,32
Tripura,West Tripura,West Tripura_Village_10,2771,630126,1,13,0,7,6,8,5,4,2,0,2,0,0,15,0,8,71
Sikkim,East Sikkim,East Sikkim_Village_12,5190,633030,1,11,0,8,4,20,3,5,6,3,1,0,4,18,0,8,92
Arunachal Pradesh,Pakke-Kessang,Pakke-Kessang_Village_6,971,214975,1,3,1,3,1,2,1,0,0,0,1,0,0,1,0,1,15
Mizoram,Aizawl,Aizawl_Village_5,1725,522419,0,5,1,6,3,5,2,2,3,0,0,0,0,4,0,6,37
Meghalaya,North Garo Hills,North Garo Hills_Village_12,5684,551533,3,5,1,5,5,8,4,2,8,2,3,0,2,32,0,10,90
Mizoram,Mamit,Mamit_Village_18,6768,172274,5,14,0,10,7,17,10,3,5,1,4,0,2,27,0,15,120
Tripura,Dhalai,Dhalai_Village_6,5017,586288,4,9,0,10,3,14,5,2,3,2,2,0,2,32,0,7,95
Arunachal Pradesh,Siang,Siang_Village_11,3100,532322,1,2,0,2,3,9,2,3,1,1,1,0,4,16,1,5,51
Meghalaya,Ri Bhoi,Ri Bhoi_Village_10,9869,188868,4,15,2,16,9,22,9,9,8,2,3,0,8,37,0,20,164
Assam,Hojai,Hojai_Village_2,4675,326040,4,9,0,5,3,10,1,3,1,0,3,0,0,27,0,11,77
Meghalaya,West Garo Hills,West Garo Hills_Village_8,4237,847748,2,9,0,9,5,11,5,3,10,0,0,1,2,20,0,8,85
Manipur,Thoubal,Thoubal_Village_7,8873,857273,4,20,0,12,11,34,7,11,13,2,4,0,5,42,0,22,187
Manipur,Pherzawl,Pherzawl_Village_10,8792,434217,4,14,2,11,5,25,8,6,11,2,0,1,4,41,0,26,160
Mizoram,Mamit,Mamit_Village_14,8425,806033,4,13,1,11,9,22,5,7,8,2,1,1,8,52,0,18,162
Assam,Jorhat,Jorhat_Village_6,1475,428267,1,4,0,0,0,2,1,1,3,0,0,1,2,4,0,5,24
Assam,West Karbi Anglong,West Karbi Anglong_Village_2,2342,897615,0,8,0,2,1,11,3,3,4,0,0,0,3,12,0,6,53
Arunachal Pradesh,Longding,Longding_Village_15,533,751517,1,1,0,2,0,2,0,0,0,0,0,0,1,2,0,0,9
Sikkim,East Sikkim,East Sikkim_Village_7,491,207629,1,1,0,0,0,3,0,0,0,0,1,0,0,2,0,2,10
Meghalaya,East Khasi Hills,East Khasi Hills_Village_13,372,203396,0,0,0,0,0,1,0,0,1,0,1,1,0,2,0,0,6
Meghalaya,East Khasi Hills,East Khasi Hills_Village_5,8996,722665,4,14,0,13,9,22,10,10,8,4,0,1,3,63,0,23,184
Arunachal Pradesh,Lepa Rada,Lepa Rada_Village_18,6990,760356,5,14,0,7,7,16,3,5,9,0,2,1,2,35,0,7,113
Assam,Biswanath,Biswanath_Village_19,2561,529893,1,4,0,2,1,8,2,3,0,0,1,0,2,20,1,3,48
Meghalaya,East Khasi Hills,East Khasi Hills_Village_3,802,929130,1,1,0,1,3,0,2,0,1,0,0,0,0,4,1,1,15
Arunachal Pradesh,Papum Pare,Papum Pare_Village_20,8927,903035,4,20,1,11,12,15,7,5,11,3,2,0,9,47,0,11,158
Assam,Kokrajhar,Kokrajhar_Village_5,6931,481995,4,16,1,10,5,19,9,8,4,0,3,1,2,30,0,19,131
Assam,Dhubri,Dhubri_Village_17,7097,651640,2,13,0,5,6,12,4,11,6,0,2,1,3,44,0,18,127
Assam,Lakhimpur,Lakhimpur_Village_20,5693,929822,3,9,1,6,1,17,9,8,3,1,3,0,1,29,0,12,103
Mizoram,Mamit,Mamit_Village_5,6474,257375,2,9,3,16,4,22,8,6,8,0,4,0,6,31,0,20,139
Assam,Bajali,Bajali_Village_10,8256,195674,2,17,1,9,6,18,10,11,7,1,3,0,8,45,0,10,148
Manipur,Kakching,Kakching_Village_1,5033,485397,2,5,0,10,6,13,2,6,4,1,0,0,2,22,0,8,81
Assam,Sonitpur,Sonitpur_Village_20,2780,846385,1,9,0,4,3,11,3,3,3,1,1,0,2,13,0,2,56
Manipur,Kamjong,Kamjong_Village_16,1396,147489,0,1,1,4,1,9,0,1,2,1,0,0,0,6,0,3,29
Assam,Cachar,Cachar_Village_17,7151,823846,4,18,2,23,12,20,2,5,11,1,5,1,4,34,0,10,152
Nagaland,Wokha,Wokha_Village_9,4831,412974,0,13,0,8,2,15,4,4,3,2,2,1,1,22,0,9,86
Arunachal Pradesh,West Siang,West Siang_Village_6,9424,204837,5,28,0,14,8,31,6,8,15,1,1,0,7,45,0,15,184
Mizoram,Lunglei,Lunglei_Village_9,7234,385192,4,6,1,8,12,9,5,5,12,2,1,1,5,35,0,7,113
Nagaland,Phek,Phek_Village_2,7706,112964,2,12,1,9,12,21,7,10,21,2,3,0,2,36,0,19,157
Assam,Bokajan,Bokajan_Village_14,5573,742848,2,7,0,9,7,16,3,4,7,1,1,0,3,19,0,8,87
Manipur,Thoubal,Thoubal_Village_19,6312,525750,2,14,0,4,8,17,3,4,6,0,1,0,2,27,0,15,103
Assam,Nalbari,Nalbari_Village_8,8707,379676,3,12,2,19,10,19,9,8,15,2,2,0,7,38,0,13,159
Mizoram,Mamit,Mamit_Village_9,5472,360322,2,11,0,6,6,10,6,8,11,0,3,0,5,25,0,11,104
Assam,South Salmara-Mankachar,South Salmara-Mankachar_Village_14,6930,906527,2,13,0,13,12,14,6,5,11,1,1,1,6,25,0,12,122
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_12,5182,833723,1,13,0,7,8,9,3,4,9,1,3,1,2,29,0,6,96
Manipur,Kamjong,Kamjong_Village_17,7141,461264,3,16,0,4,6,16,11,8,5,2,2,2,4,28,0,17,124
Manipur,Bishnupur,Bishnupur_Village_10,3928,856442,2,8,0,4,4,6,2,7,3,0,1,0,1,18,0,9,65
Manipur,Thoubal,Thoubal_Village_11,7254,945328,7,12,0,15,6,17,7,7,9,1,1,1,3,32,0,23,141
Nagaland,Noklak,Noklak_Village_13,5832,947438,3,12,0,10,6,12,5,9,10,1,0,0,5,29,0,5,107
Assam,Bongaigaon,Bongaigaon_Village_8,8194,667296,4,12,0,13,13,18,6,7,2,0,4,0,0,56,0,15,150
Meghalaya,West Khasi Hills,West Khasi Hills_Village_10,3589,646428,3,2,0,6,6,13,1,4,4,0,2,0,1,15,0,9,66
Assam,Kokrajhar,Kokrajhar_Village_1,6372,261745,2,21,0,6,5,21,6,3,8,1,2,0,6,32,0,12,125
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_12,2897,497382,1,4,0,5,2,8,2,3,4,2,1,1,0,17,0,4,54
Meghalaya,South West Khasi Hills,South West Khasi Hills_Village_11,9902,550418,7,22,1,11,5,26,5,12,12,0,3,0,3,45,0,17,169
Manipur,Tamenglong,Tamenglong_Village_2,5469,913185,1,16,0,4,2,12,8,7,6,2,2,0,7,26,0,15,108
Assam,Bokajan,Bokajan_Village_1,1784,513037,1,3,0,1,5,7,3,1,0,1,2,0,4,7,0,4,39
Nagaland,Dimapur,Dimapur_Village_20,8140,460745,5,15,0,11,11,15,12,6,10,3,4,0,5,44,0,10,151
Assam,Morigaon,Morigaon_Village_6,3268,796643,2,6,1,8,1,8,2,3,3,0,3,0,0,18,0,3,58
Tripura,Khowai,Khowai_Village_10,8724,725339,6,18,0,15,10,16,6,10,12,3,3,0,5,45,0,17,166
Arunachal Pradesh,West Kameng,West Kameng_Village_4,4533,946335,2,7,1,9,1,11,6,8,6,2,0,1,3,22,0,10,89
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_19,3311,411120,2,9,0,2,4,9,2,3,4,0,0,0,2,21,0,12,70
Nagaland,Zunheboto,Zunheboto_Village_15,5013,202344,1,4,0,5,5,12,5,4,7,0,1,0,0,24,0,16,84
Arunachal Pradesh,Changlang,Changlang_Village_12,2703,840734,2,1,1,9,4,9,1,3,3,0,1,0,3,13,0,4,54
Tripura,Sepahijala,Sepahijala_Village_6,8771,311469,2,19,2,15,5,23,8,7,3,1,1,0,2,51,0,20,159
Sikkim,East Sikkim,East Sikkim_Village_5,5378,224473,2,9,0,8,4,15,2,5,8,1,2,1,4,28,0,9,98
Mizoram,Kolasib,Kolasib_Village_3,6522,218220,2,12,2,13,5,9,1,6,5,1,3,0,6,38,0,11,114
Arunachal Pradesh,Dibang Valley,Dibang Valley_Village_5,3355,430876,0,10,0,4,4,4,3,5,3,0,3,0,2,13,0,8,59
Sikkim,South Sikkim,South Sikkim_Village_9,9088,828038,1,21,2,15,11,25,9,14,9,2,3,0,4,43,0,11,170
Meghalaya,East Garo Hills,East Garo Hills_Village_19,5547,131064,3,7,1,5,3,13,8,6,5,0,1,0,1,25,0,10,88
Assam,Kamrup,Kamrup_Village_14,8295,586490,4,20,0,20,10,18,9,10,12,0,4,0,1,43,0,17,168
Assam,Charaideo,Charaideo_Village_3,9570,476395,4,20,0,19,9,24,14,8,13,1,2,0,7,53,0,14,188
Manipur,Kakching,Kakching_Village_10,9961,925618,4,16,1,12,9,24,9,6,14,1,3,0,3,46,0,20,168
Arunachal Pradesh,Shi Yomi,Shi Yomi_Village_12,7812,800005,6,21,2,10,7,17,3,11,6,2,1,0,2,33,0,18,139
Arunachal Pradesh,Tirap,Tirap_Village_12,6824,859359,1,11,2,7,11,10,7,6,8,1,1,1,6,34,0,11,117
Assam,Baksa,Baksa_Village_9,8367,755788,0,11,0,17,5,23,10,6,12,1,3,0,3,43,0,15,149
Manipur,Tamenglong,Tamenglong_Village_8,7835,203398,6,13,3,16,9,13,4,11,6,2,3,0,1,31,0,14,132
Manipur,Senapati,Senapati_Village_7,8975,859782,4,16,1,15,6,18,8,4,11,2,4,1,6,42,0,20,158
Manipur,Bishnupur,Bishnupur_Village_1,9422,414353,4,14,0,11,7,24,7,11,8,2,2,0,9,51,0,19,169
Arunachal Pradesh,Shi Yomi,Shi Yomi_Village_7,8686,587115,2,16,1,14,15,26,6,6,14,1,0,0,3,44,0,21,169
Arunachal Pradesh,Lepa Rada,Lepa Rada_Village_8,2980,790855,1,8,0,1,10,6,0,3,1,0,0,0,0,9,0,4,43
Assam,Darrang,Darrang_Village_15,1792,346205,1,2,2,2,4,4,0,0,2,0,0,0,1,10,0,4,32
Assam,Kokrajhar,Kokrajhar_Village_6,4091,565776,0,5,0,6,6,12,1,6,7,1,3,1,1,22,0,12,83
Assam,Cachar,Cachar_Village_11,353,943718,0,1,0,1,0,4,0,0,0,0,0,0,0,1,0,1,8
Nagaland,Mon,Mon_Village_8,747,409234,0,2,0,0,1,4,1,1,0,0,1,0,1,4,0,0,15
Mizoram,Saitual,Saitual_Village_6,6302,580728,3,14,1,11,4,21,3,4,7,2,1,0,5,33,0,7,116
Assam,Sivasagar,Sivasagar_Village_5,8606,940010,6,20,2,13,6,30,9,6,11,2,0,0,4,59,0,9,177
Sikkim,West Sikkim,West Sikkim_Village_6,4983,674295,5,12,0,3,4,11,2,9,6,0,4,1,3,26,0,8,94
Manipur,Thoubal,Thoubal_Village_6,394,117538,0,1,0,0,0,4,0,0,1,0,0,0,1,3,1,0,11
Manipur,Kamjong,Kamjong_Village_18,1244,667451,1,2,0,1,2,4,2,3,0,0,1,0,0,5,0,3,24
Nagaland,Kiphire,Kiphire_Village_6,680,950069,0,2,0,1,1,1,1,1,1,0,0,0,0,2,0,1,11
Meghalaya,Eastern West Khasi Hills,Eastern West Khasi Hills_Village_6,7589,749498,2,11,1,13,6,21,5,8,9,0,4,1,5,41,1,11,139
Nagaland,Peren,Peren_Village_14,2622,974625,1,0,1,4,1,3,2,4,6,0,1,0,0,9,0,8,40
Manipur,Tengnoupal,Tengnoupal_Village_11,1162,649395,0,2,0,2,1,4,0,1,2,0,0,0,1,8,0,1,22
Assam,Lakhimpur,Lakhimpur_Village_2,8073,489244,5,12,0,13,10,15,4,4,14,1,1,0,4,36,0,15,134
Meghalaya,Ri Bhoi,Ri Bhoi_Village_3,6567,741003,1,20,2,10,6,16,7,4,7,2,2,1,4,32,0,10,124
Meghalaya,North Garo Hills,North Garo Hills_Village_11,5599,561607,4,11,0,11,2,6,5,6,6,2,1,1,1,25,1,6,88
Arunachal Pradesh,Tawang,Tawang_Village_14,9854,391704,6,27,0,22,11,26,8,12,19,3,6,0,8,40,0,20,208
Assam,Nalbari,Nalbari_Village_19,7472,468623,4,12,0,10,12,21,7,6,10,1,3,1,7,33,0,16,143
Assam,Hailakandi,Hailakandi_Village_9,6363,540226,6,11,2,13,5,14,5,5,14,3,0,0,3,42,0,11,134
Meghalaya,Eastern West Khasi Hills,Eastern West Khasi Hills_Village_19,3883,663723,1,6,1,4,2,11,4,6,3,2,2,1,0,20,1,4,68
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_15,8290,559023,2,16,1,15,7,13,5,5,9,2,2,0,6,48,0,23,154
Arunachal Pradesh,Lohit,Lohit_Village_10,9907,381433,4,22,1,17,11,26,10,11,8,1,6,0,6,54,1,22,200
Tripura,Dhalai,Dhalai_Village_15,1085,995735,0,1,0,2,3,2,0,2,2,0,0,0,0,8,0,2,22
Arunachal Pradesh,Shi Yomi,Shi Yomi_Village_14,9955,432711,5,16,1,12,11,23,14,5,13,0,3,0,11,50,0,20,184
Nagaland,Dimapur,Dimapur_Village_10,6950,677438,6,19,0,10,5,16,5,7,8,3,1,0,3,37,0,13,133
Nagaland,Tuensang,Tuensang_Village_16,4335,737894,2,8,1,7,4,9,7,4,6,2,1,0,1,19,0,8,79
Assam,Hojai,Hojai_Village_19,8925,837852,4,21,1,9,11,13,3,5,13,2,1,0,4,40,0,13,140
Assam,South Salmara-Mankachar,South Salmara-Mankachar_Village_15,6908,963333,2,14,2,13,10,19,3,3,9,2,3,2,4,43,1,8,138
Manipur,Kamjong,Kamjong_Village_9,9439,160541,3,17,1,17,8,16,4,9,11,1,1,2,7,52,1,20,170
Arunachal Pradesh,Anjaw,Anjaw_Village_3,2883,426147,5,9,0,6,6,6,1,4,8,1,1,0,4,13,0,5,69
Assam,Tamulpur,Tamulpur_Village_6,7910,399628,2,15,1,13,6,20,3,9,9,1,3,0,2,41,0,18,143
Meghalaya,East Jaintia Hills,East Jaintia Hills_Village_3,3590,944565,4,2,1,4,5,11,1,3,4,0,2,0,2,18,0,7,64
Assam,Jorhat,Jorhat_Village_2,6002,175576,2,15,1,8,3,18,3,7,8,0,2,0,1,30,0,11,109
Assam,South Salmara-Mankachar,South Salmara-Mankachar_Village_7,6112,680933,4,14,0,7,4,13,8,11,10,0,4,0,2,32,0,15,124
Assam,Sonitpur,Sonitpur_Village_15,5436,800280,1,5,0,5,6,14,3,7,8,1,2,1,1,31,1,17,103
Assam,Tinsukia,Tinsukia_Village_8,2897,269834,1,6,0,2,2,4,0,3,4,0,1,0,1,8,0,7,39
Assam,Hojai,Hojai_Village_20,3970,624563,1,10,1,5,3,9,5,4,1,1,0,0,1,26,0,7,74
Arunachal Pradesh,Lower Siang,Lower Siang_Village_4,3428,481913,1,6,0,9,1,4,2,2,7,3,0,0,1,22,0,9,67
Assam,Nagaon,Nagaon_Village_8,2409,166165,2,4,0,3,1,6,2,2,4,1,0,0,0,22,0,6,53
Nagaland,Tseminyu,Tseminyu_Village_11,7805,629663,3,20,1,17,8,24,6,6,10,3,3,0,3,57,0,17,178
Assam,Nagaon,Nagaon_Village_17,3331,400009,2,9,0,5,4,5,1,3,4,2,1,0,1,25,0,4,66
Arunachal Pradesh,Lohit,Lohit_Village_16,6409,452737,3,18,1,7,7,19,7,10,4,2,1,0,2,31,0,7,119
Arunachal Pradesh,Siang,Siang_Village_3,6174,934794,4,4,0,5,11,16,2,8,14,2,0,0,4,25,1,8,104
Arunachal Pradesh,Tirap,Tirap_Village_19,7222,242291,5,13,0,15,4,15,7,5,9,4,3,1,1,39,0,17,138
Manipur,Churachandpur,Churachandpur_Village_12,4401,883641,2,7,0,8,3,11,2,4,2,0,1,1,5,20,0,5,71
Assam,Majuli,Majuli_Village_11,2021,913875,0,4,0,3,1,6,3,2,5,1,0,0,2,8,0,2,37
Arunachal Pradesh,Tawang,Tawang_Village_9,4011,629903,0,4,1,6,5,10,5,6,3,3,1,0,2,30,0,5,81
Nagaland,Tuensang,Tuensang_Village_13,2367,778818,1,6,0,2,0,2,3,3,7,0,0,1,1,8,0,6,40
Arunachal Pradesh,Shi Yomi,Shi Yomi_Village_17,9176,567574,4,10,2,19,6,26,11,12,12,1,5,0,4,45,0,16,173
Arunachal Pradesh,Shi Yomi,Shi Yomi_Village_5,7165,329471,3,7,1,10,8,13,3,6,7,2,3,1,4,32,0,7,107
Arunachal Pradesh,Namsai,Namsai_Village_8,9296,894993,5,15,1,13,10,31,11,5,10,2,1,0,2,60,0,22,188
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_6,9035,891952,4,18,2,14,5,28,7,5,11,1,2,0,4,36,0,20,157
Meghalaya,North Garo Hills,North Garo Hills_Village_15,3490,602278,2,7,1,5,2,10,1,4,2,0,2,0,1,16,0,4,57
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_2,4762,801474,4,8,0,6,2,13,1,6,7,2,1,0,2,23,0,13,88
Assam,Kokrajhar,Kokrajhar_Village_2,2858,289630,0,3,0,3,2,9,3,3,4,0,0,0,0,19,0,7,53
Sikkim,Soreng,Soreng_Village_8,3047,870786,0,4,0,4,3,13,2,2,6,0,1,0,2,12,0,5,54
Assam,Karimganj,Karimganj_Village_13,3911,244247,3,12,0,6,3,9,1,6,3,0,0,0,3,16,0,12,74
Manipur,Thoubal,Thoubal_Village_15,3344,749887,0,4,0,6,0,6,2,3,2,0,1,0,3,18,0,5,50
Mizoram,Mamit,Mamit_Village_6,3132,999138,3,4,0,5,3,7,1,2,4,2,0,0,3,17,0,7,58
Manipur,Jiribam,Jiribam_Village_14,4071,165142,1,5,0,4,3,18,3,4,3,0,1,1,0,13,0,10,66
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_16,3808,107540,2,8,0,11,4,4,5,2,1,1,0,1,5,23,0,9,76
Assam,Sonitpur,Sonitpur_Village_11,2209,242321,0,9,0,5,2,3,3,3,1,1,0,0,0,9,0,8,44
Assam,Dibrugarh,Dibrugarh_Village_5,910,862569,0,0,0,1,0,5,0,3,0,0,0,0,0,4,0,1,14
Assam,Karimganj,Karimganj_Village_4,5581,952686,3,17,1,10,5,12,4,3,10,0,2,0,3,42,0,12,124
Meghalaya,South West Khasi Hills,South West Khasi Hills_Village_12,6570,104666,0,11,0,15,8,16,7,3,12,2,2,0,4,30,0,11,121
Tripura,South Tripura,South Tripura_Village_11,2993,444625,1,11,0,7,3,4,0,5,3,1,2,0,2,22,1,6,68
Meghalaya,West Jaintia Hills,West Jaintia Hills_Village_16,2123,913308,1,4,0,2,2,10,2,3,0,0,1,0,2,14,0,7,48
Sikkim,South Sikkim,South Sikkim_Village_16,8947,399817,6,15,0,12,7,23,6,8,11,2,2,1,2,49,0,18,162
Manipur,Kakching,Kakching_Village_13,6127,181896,2,11,1,6,9,17,7,7,8,2,1,1,4,36,0,16,128
Assam,Chirang,Chirang_Village_13,3896,809176,2,8,0,9,2,12,2,1,2,1,2,0,1,29,0,5,76
Tripura,Sepahijala,Sepahijala_Village_3,3454,738584,3,6,0,3,1,7,1,7,4,1,1,0,3,20,0,5,62
Manipur,Senapati,Senapati_Village_16,451,322096,1,1,0,1,0,3,0,0,2,0,0,0,0,5,0,1,14
Meghalaya,East Jaintia Hills,East Jaintia Hills_Village_20,6634,613234,4,6,0,10,4,13,5,6,14,1,1,0,2,25,0,13,104
Arunachal Pradesh,Shi Yomi,Shi Yomi_Village_10,2188,578634,0,2,0,2,1,2,1,0,8,0,2,0,1,10,0,6,35
Assam,Biswanath,Biswanath_Village_12,2692,619389,3,11,0,3,5,9,1,1,6,1,0,0,2,7,0,12,61
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_3,8242,207570,2,18,1,16,7,23,5,13,5,0,3,1,3,35,0,19,151
Manipur,Chandel,Chandel_Village_14,8132,301603,2,23,3,9,5,16,9,8,6,2,3,0,5,42,0,13,146
Arunachal Pradesh,East Kameng,East Kameng_Village_6,4622,771088,2,6,0,2,5,12,5,3,2,2,1,0,3,30,0,7,80
Manipur,Imphal West,Imphal West_Village_17,5033,695361,4,18,0,8,5,8,3,5,11,4,0,1,3,28,0,6,104
Assam,Nagaon,Nagaon_Village_18,6048,918771,4,10,1,8,7,13,3,3,6,1,1,0,3,28,0,16,104
Assam,Baksa,Baksa_Village_13,2346,402020,0,7,1,4,3,11,1,2,6,2,2,1,1,13,0,4,58
Arunachal Pradesh,Papum Pare,Papum Pare_Village_8,6326,899550,8,12,0,11,1,26,5,9,9,1,0,1,1,36,0,12,132
Assam,Darrang,Darrang_Village_11,6889,222343,3,18,0,11,4,13,6,6,8,3,2,0,3,31,0,10,118
Mizoram,Hnahthial,Hnahthial_Village_14,5333,485416,3,12,1,5,4,14,4,2,7,1,7,1,1,33,0,14,109
Sikkim,Soreng,Soreng_Village_5,3370,408467,2,5,0,2,6,11,1,2,1,1,2,0,1,16,1,3,54
Sikkim,West Sikkim,West Sikkim_Village_11,6904,212157,5,15,0,12,6,16,5,5,8,0,2,0,4,31,0,10,119
Meghalaya,West Jaintia Hills,West Jaintia Hills_Village_15,1625,560398,2,3,0,1,2,6,1,1,5,0,0,0,1,13,0,2,37
Tripura,Unakoti,Unakoti_Village_5,2811,208751,0,1,0,4,2,9,2,3,2,4,0,0,0,16,0,4,47
Assam,Hailakandi,Hailakandi_Village_1,5262,456331,1,10,0,10,8,16,6,11,6,2,0,0,2,20,0,6,98
Nagaland,Niuland,Niuland_Village_11,1093,478356,1,3,0,0,1,0,3,0,1,0,1,0,0,4,0,4,18
Arunachal Pradesh,Shi Yomi,Shi Yomi_Village_1,6747,355836,2,12,0,12,4,16,9,6,10,1,1,1,5,34,0,16,129
Nagaland,Tuensang,Tuensang_Village_6,3711,998746,0,7,0,2,11,8,1,5,3,1,1,0,1,10,0,4,54
Assam,Baksa,Baksa_Village_4,218,789606,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Mizoram,Lunglei,Lunglei_Village_10,8782,166974,4,19,1,11,11,17,6,5,12,4,2,1,4,54,0,12,163
Nagaland,Zunheboto,Zunheboto_Village_10,7994,804505,1,16,0,11,9,22,5,12,9,1,1,0,1,47,1,13,149
Arunachal Pradesh,Kamle,Kamle_Village_15,9929,592738,3,15,1,11,7,27,5,7,10,3,3,1,4,42,0,18,157
Arunachal Pradesh,Longding,Longding_Village_6,7106,364525,11,14,0,10,6,11,11,2,10,2,2,1,1,29,0,17,127
Tripura,Gomati,Gomati_Village_13,7229,600590,5,12,1,10,6,17,6,5,18,2,0,0,7,24,0,19,132
Nagaland,Longleng,Longleng_Village_13,9849,954017,5,20,1,10,14,21,3,5,9,3,5,1,6,44,0,21,168
Arunachal Pradesh,Lower Siang,Lower Siang_Village_14,2285,301158,1,2,1,1,1,5,1,2,3,0,0,0,2,5,0,5,29
Assam,Golaghat,Golaghat_Village_9,2735,788637,1,5,0,7,2,4,3,0,2,0,0,0,0,16,0,7,47
Arunachal Pradesh,Pakke-Kessang,Pakke-Kessang_Village_12,7868,654816,3,18,0,15,9,17,9,6,10,2,4,0,4,37,0,12,146
Nagaland,Wokha,Wokha_Village_16,2656,642421,0,4,1,6,2,9,2,5,2,1,0,0,1,7,0,7,47
Mizoram,Saitual,Saitual_Village_5,8715,533121,3,17,0,7,11,32,5,10,12,1,3,0,5,36,0,14,156
Arunachal Pradesh,Pakke-Kessang,Pakke-Kessang_Village_4,2466,634277,2,3,0,6,1,5,4,3,1,0,1,0,2,11,0,5,44
Arunachal Pradesh,Anjaw,Anjaw_Village_15,8928,549186,4,19,1,15,4,18,4,12,16,2,3,0,2,36,1,17,154
Meghalaya,South Garo Hills,South Garo Hills_Village_5,5998,681141,1,19,0,11,9,18,5,7,6,0,4,0,2,31,0,9,122
Arunachal Pradesh,Tirap,Tirap_Village_4,6589,994905,6,17,0,9,9,17,8,8,10,2,2,0,4,39,0,13,144
Manipur,Tengnoupal,Tengnoupal_Village_9,9154,612036,4,26,2,13,11,18,4,6,11,2,4,0,8,42,0,14,165
Manipur,Tengnoupal,Tengnoupal_Village_15,304,532424,0,0,0,2,0,1,1,1,0,0,0,0,0,3,0,1,9
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_1,9863,793300,6,17,0,13,8,30,11,11,13,2,5,0,8,57,1,12,194
Mizoram,Champhai,Champhai_Village_14,6105,362552,4,12,1,13,6,14,11,5,4,2,1,0,3,33,0,10,119
Manipur,Pherzawl,Pherzawl_Village_4,9321,720407,5,24,1,13,14,21,10,5,10,0,1,1,4,49,0,22,180
Assam,Chirang,Chirang_Village_18,4532,662636,7,11,0,5,3,11,6,4,5,2,3,0,3,20,0,10,90
Assam,South Salmara-Mankachar,South Salmara-Mankachar_Village_11,1612,168941,4,1,0,1,2,1,1,2,3,1,0,0,1,7,0,3,27
Sikkim,Pakyong,Pakyong_Village_12,9395,507777,7,16,2,18,10,33,9,6,11,1,2,0,6,58,0,7,186
Nagaland,Peren,Peren_Village_13,7333,311727,7,13,1,6,9,18,3,7,9,2,2,0,0,35,0,11,123
Meghalaya,East Khasi Hills,East Khasi Hills_Village_14,4439,332785,1,7,0,11,4,10,2,5,6,1,0,0,1,31,0,7,86
Assam,Tamulpur,Tamulpur_Village_11,6806,483713,2,10,0,12,6,19,8,5,9,0,1,0,4,40,0,15,131
Arunachal Pradesh,Lower Siang,Lower Siang_Village_13,5044,681343,0,4,0,8,4,11,2,3,4,0,3,1,5,21,0,14,80
Nagaland,Kohima,Kohima_Village_7,5263,284084,1,6,1,5,8,12,4,4,8,1,2,0,2,31,0,5,90
Arunachal Pradesh,East Siang,East Siang_Village_6,8204,363319,6,13,0,11,9,17,5,6,12,2,3,0,6,54,0,16,160
Assam,Dhubri,Dhubri_Village_14,5504,116547,1,9,0,8,7,20,6,10,9,1,6,0,4,39,0,10,130
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_13,235,509386,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,5
Tripura,Khowai,Khowai_Village_11,8787,454245,3,10,0,12,8,15,17,6,8,2,2,0,5,50,1,24,163
Assam,Baksa,Baksa_Village_18,2794,425845,1,9,0,2,2,9,3,1,4,1,1,0,1,10,0,4,48
Manipur,Ukhrul,Ukhrul_Village_6,6379,679549,2,11,0,12,5,16,4,8,8,0,1,0,6,26,0,11,110
Meghalaya,Eastern West Khasi Hills,Eastern West Khasi Hills_Village_7,1078,476479,0,2,0,1,2,3,1,3,2,0,0,0,0,5,0,5,24
